项目id	SKUid	SKU名称	SKU价格	SKU销量	相似度	创新	热销	智能	实用	价格参考	SKUurl
578	1015680742	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 黑银色 M	490.0	2	0.1	0.371629606054	0.0767873702451	0.44	0.66	490.0	http://item.jd.com/1015680742.html
578	1015680743	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 黑银色 L	490.0	1	0.1	0.371629606054	0.0	0.44	0.66	490.0	http://item.jd.com/1015680743.html
578	1015680745	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 黑粉色 M	490.0	1	0.1	0.371629606054	0.0	0.44	0.66	490.0	http://item.jd.com/1015680745.html
578	1015680748	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 橙色 M	490.0	1	0.1	0.392566046843	0.0	0.44	0.66	490.0	http://item.jd.com/1015680748.html
578	1017759570	NBA 新款凹凸字 时尚篮球球星球迷硅胶手链 手镯手腕带 运动男款女款潮流手圈手环 湖人队科比Kobe	53.4423076923	28	0.075	0.665083677834	0.20508554366	0.0	0.0	53.4423076923	http://item.jd.com/1017759570.html
578	1017759571	NBA 新款凹凸字 时尚篮球球星球迷硅胶手链 手镯手腕带 运动男款女款潮流手圈手环 公牛队罗斯Rose	22.0	1	0.075	0.665452443427	0.0	0.0	0.0	22.0	http://item.jd.com/1017759571.html
578	1017759572	NBA 新款凹凸字 时尚篮球球星球迷硅胶手链 手镯手腕带 运动男款女款潮流手圈手环 热火队韦德Wade	21.75	12	0.075	0.665452443427	0.153613894786	0.0	0.0	21.75	http://item.jd.com/1017759572.html
578	1018202741	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 热火队詹姆斯James	19.0	234	0.075	0.667963975953	0.302824063762	0.0	0.0	19.0	http://item.jd.com/1018202741.html
578	1018202742	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼 火箭队林书豪JeremyLi	19.0	51	0.075	0.667963975953	0.201882709175	0.0	0.0	19.0	http://item.jd.com/1018202742.html
578	1018202743	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 快船队保罗Paul	19.0	87	0.075	0.667963975953	0.252353386469	0.0	0.0	19.0	http://item.jd.com/1018202743.html
578	1018202744	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物 凯尔特人队加内特Garnet	19.0	20	0.075	0.667963975953	0.151412031881	0.0	0.0	19.0	http://item.jd.com/1018202744.html
578	1018202745	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 热火队韦德Wade	19.0	85	0.075	0.667963975953	0.252353386469	0.0	0.0	19.0	http://item.jd.com/1018202745.html
578	1018202746	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 公牛队罗斯Rose	19.0	67	0.075	0.667963975953	0.252353386469	0.0	0.0	19.0	http://item.jd.com/1018202746.html
578	1018202747	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 湖人队科比Kobe	19.0	268	0.075	0.640522831303	0.324685062682	0.0	0.0	19.0	http://item.jd.com/1018202747.html
578	1018202748	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 快船队格里芬Griffi	19.0	22	0.075	0.640522831303	0.216456708455	0.0	0.0	19.0	http://item.jd.com/1018202748.html
578	1018202749	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 雷霆队杜兰特Durant	19.0	216	0.075	0.640522831303	0.324685062682	0.0	0.0	19.0	http://item.jd.com/1018202749.html
578	1018202750	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 湖人队霍华德Howard	19.0	10	0.075	0.667963975953	0.151412031881	0.0	0.0	19.0	http://item.jd.com/1018202750.html
578	1018202751	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 湖人队纳什Nash	19.0	1	0.075	0.667963975953	0.0	0.0	0.0	19.0	http://item.jd.com/1018202751.html
578	1018239584	colantotte克郎托天磁性钛保健磁疗商务手镯 时尚运动男女情侣能量石手环日本进口医用 橙色 M	1296.0	1	0.075	0.474632193802	0.0	0.0	0.0	1296.0	http://item.jd.com/1018239584.html
578	1018239585	克郎托天colantotte磁性钛保健磁疗商务手镯 时尚运动男女情侣能量石手环日本原装进口 橙色 L	1296.0	1	0.075	0.51874984086	0.0	0.0	0.0	1296.0	http://item.jd.com/1018239585.html
578	1018239587	克郎托天colantotte磁性钛保健磁疗商务手镯 时尚运动男女情侣能量石手环日本原装进口 黑色 L	1296.0	3	0.075	0.500667570987	0.13498020117	0.0	0.0	1296.0	http://item.jd.com/1018239587.html
578	1022573878	Paulone宝德龙智能穿戴手环智能蓝牙手表气压表计步器登山表海拔表防水防盗手机伴侣U8 钢琴黑	370.666666667	81	0.075	0.669872953362	0.257696013506	0.0	0.0	370.666666667	http://item.jd.com/1022573878.html
578	1023026546	NBA 男士男款烙印牛皮运动篮球手环手链时尚复古情侣手带腕带 精美礼品盒装 凯尔特人队加内特朗多	129.0	3	0.075	0.679714105897	0.097766926563	0.0	0.0	129.0	http://item.jd.com/1023026546.html
578	1023026547	NBA 男士男款烙印牛皮运动篮球手环手链时尚复古情侣手带腕带 精美礼品盒装 湖人队科比纳什霍华德	129.0	7	0.075	0.679714105897	0.097766926563	0.0	0.0	129.0	http://item.jd.com/1023026547.html
578	1023029745	NBA 男女士篮球编织皮不锈钢手环 磁铁时尚运动男女款手带腕带手链 精美礼品盒装 湖人队科比纳什霍华德	168.0	18	0.075	0.676178920503	0.149657549895	0.0	0.0	168.0	http://item.jd.com/1023029745.html
578	1023810580	克郎托天colantotte运动黑门风水系列健康运势磁石保健手环医用商务男女手镯 日本进口 黑白色 F均码	1998.0	1	0.075	0.494894374536	0.0	0.0	0.0	1998.0	http://item.jd.com/1023810580.html
578	1023817379	克郎托天colantotte日本原装进口负离子纤维磁疗保健运动时尚能量手环防辐射男女通用 蓝色 M	170.0	1	0.075	0.54131683185	0.0	0.0	0.0	170.0	http://item.jd.com/1023817379.html
578	1023817380	克郎托天colantotte日本原装进口负离子纤维磁疗保健运动时尚能量手环防辐射男女通用 蓝色 L	170.0	3	0.075	0.54131683185	0.128963767657	0.0	0.0	170.0	http://item.jd.com/1023817380.html
578	1023817381	克郎托天colantotte日本原装进口负离子纤维磁疗保健运动时尚能量手环防辐射男女通用 红色 M	170.0	5	0.075	0.543614949166	0.129225199255	0.0	0.0	170.0	http://item.jd.com/1023817381.html
578	1023817382	克郎托天colantotte日本原装进口负离子纤维磁疗保健运动时尚能量手环防辐射男女通用 红色 L	170.0	4	0.075	0.543614949166	0.129225199255	0.0	0.0	170.0	http://item.jd.com/1023817382.html
578	1023817383	克郎托天colantotte日本原装进口负离子纤维磁疗保健运动时尚能量手环防辐射男女通用 黑色 M	170.0	4	0.075	0.548272477479	0.127408334182	0.0	0.0	170.0	http://item.jd.com/1023817383.html
578	1023817384	克郎托天colantotte日本原装进口负离子纤维磁疗保健运动时尚能量手环防辐射男女通用 黑色 L	170.0	10	0.075	0.548272477479	0.191112501273	0.0	0.0	170.0	http://item.jd.com/1023817384.html
578	1024367097	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼 小牛队诺维斯基Nowitz	19.0	29	0.075	0.667963975953	0.201882709175	0.0	0.0	19.0	http://item.jd.com/1024367097.html
578	1024367099	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼 尼克斯队安东尼Anthon	19.0	63	0.075	0.640522831303	0.270570885569	0.0	0.0	19.0	http://item.jd.com/1024367099.html
578	1024367101	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 勇士队库里Curry	19.0	92	0.075	0.640522831303	0.270570885569	0.0	0.0	19.0	http://item.jd.com/1024367101.html
578	1024367102	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 热火队波什Bosh	19.0	13	0.075	0.667963975953	0.151412031881	0.0	0.0	19.0	http://item.jd.com/1024367102.html
578	1024367103	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 雷霆队威斯布鲁克	19.0	69	0.075	0.640522831303	0.270570885569	0.0	0.0	19.0	http://item.jd.com/1024367103.html
578	1024367104	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼 凯尔特人队皮尔斯Pier	19.0	18	0.075	0.667963975953	0.151412031881	0.0	0.0	19.0	http://item.jd.com/1024367104.html
578	1024367105	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 热火队雷阿伦RayAll	19.0	27	0.075	0.667963975953	0.201882709175	0.0	0.0	19.0	http://item.jd.com/1024367105.html
578	1024367107	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼 篮网队威廉姆斯Willia	19.0	33	0.075	0.667961193538	0.201914860762	0.0	0.0	19.0	http://item.jd.com/1024367107.html
578	1024367108	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼 马刺队麦蒂麦迪Mcgrad	19.0	60	0.075	0.640522831303	0.270570885569	0.0	0.0	19.0	http://item.jd.com/1024367108.html
578	1024367149	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物 凯尔特人队隆多朗多Rond	19.0	19	0.075	0.667963975953	0.151412031881	0.0	0.0	19.0	http://item.jd.com/1024367149.html
578	1024367150	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 马刺队邓肯Duncan	19.0	45	0.075	0.667963975953	0.201882709175	0.0	0.0	19.0	http://item.jd.com/1024367150.html
578	1024367151	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 骑士队欧文Irving	19.0	63	0.075	0.640522831303	0.270570885569	0.0	0.0	19.0	http://item.jd.com/1024367151.html
578	1024483802	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 蓝红色 小号内周长175mm	15.0	80	0.075	0.666740454723	0.254386617977	0.0	0.0	15.0	http://item.jd.com/1024483802.html
578	1024483803	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 蓝红色 大号内周长195mm	15.0	83	0.075	0.666742193732	0.254365735085	0.0	0.0	15.0	http://item.jd.com/1024483803.html
578	1024483804	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黑红色 小号内周长175mm	15.0	98	0.075	0.665994319916	0.255265746151	0.0	0.0	15.0	http://item.jd.com/1024483804.html
578	1024483805	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黑红色 大号内周长195mm	15.0	73	0.075	0.665996217018	0.255240972921	0.0	0.0	15.0	http://item.jd.com/1024483805.html
578	1024483806	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黄白色 小号内周长175mm	15.0	42	0.075	0.666200931487	0.204005771134	0.0	0.0	15.0	http://item.jd.com/1024483806.html
578	1024483807	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黄白色 大号内周长195mm	15.0	39	0.075	0.666202828588	0.20398595255	0.0	0.0	15.0	http://item.jd.com/1024483807.html
578	1024483808	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 绿白色 小号内周长175mm	15.0	37	0.075	0.666196341848	0.203917175068	0.0	0.0	15.0	http://item.jd.com/1024483808.html
578	1024483829	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 绿白色 大号内周长195mm	15.0	40	0.075	0.666198196792	0.203897796897	0.0	0.0	15.0	http://item.jd.com/1024483829.html
578	1024483830	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黑白色 小号内周长175mm	15.0	51	0.075	0.666196341848	0.203917175068	0.0	0.0	15.0	http://item.jd.com/1024483830.html
578	1024483831	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黑白色 大号内周长195mm	15.0	98	0.075	0.666198196792	0.254872246121	0.0	0.0	15.0	http://item.jd.com/1024483831.html
578	1024483832	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 蓝白色 小号内周长175mm	15.0	64	0.075	0.659306992093	0.258820990179	0.0	0.0	15.0	http://item.jd.com/1024483832.html
578	1024483833	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 蓝白色 大号内周长195mm	15.0	76	0.075	0.659308889194	0.258796216949	0.0	0.0	15.0	http://item.jd.com/1024483833.html
578	1024483834	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 红白色 小号内周长175mm	15.0	48	0.075	0.666196341848	0.203917175068	0.0	0.0	15.0	http://item.jd.com/1024483834.html
578	1024483835	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 红白色 大号内周长195mm	15.0	38	0.075	0.666198196792	0.203897796897	0.0	0.0	15.0	http://item.jd.com/1024483835.html
578	1024483836	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 全套七彩色 小号内周长175mm	105.0	11	0.075	0.665666172128	0.153447423065	0.0	0.0	105.0	http://item.jd.com/1024483836.html
578	1024483837	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 全套七彩色 大号内周长195mm	105.0	31	0.075	0.66566806923	0.204576745503	0.0	0.0	105.0	http://item.jd.com/1024483837.html
578	1031194032	NBA 新款凹凸字 时尚篮球球星球迷硅胶手链 手镯手腕带 运动男款女款潮流手圈手环 热火队詹姆斯James	53.40625	19	0.075	0.665083677834	0.153814157745	0.0	0.0	53.40625	http://item.jd.com/1031194032.html
578	1036024100	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 火箭队哈登Harden	19.0	22	0.075	0.667963975953	0.201882709175	0.0	0.0	19.0	http://item.jd.com/1036024100.html
578	1036024101	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 火箭队霍华德Howard	19.0	36	0.075	0.667963975953	0.201882709175	0.0	0.0	19.0	http://item.jd.com/1036024101.html
578	1036518	体记忆超薄环 T9 黑 智能手环腕带睡眠运动计步器防水可视支持APP	373.657615894	1149	0.075	0.568409337581	0.470920080543	0.0	0.0	373.657615894	http://item.jd.com/1036518.html
578	1043936751	COOKOO 4.0防水手环表 智能无线蓝牙 兼容ios\android平板等设备 布谷鸟 黑色	798.0	1	0.075	0.587703249055	0.0	0.0	0.0	798.0	http://item.jd.com/1043936751.html
578	1045651	幻响（i-mu） 智能手环 蓝牙4.0 进口钛合金纯手工打磨 运动睡眠管理 来电提醒 蓝牙防丢 远程自拍 L号	630.428571429	128	0.1	0.430740634467	0.359057479303	0.44	0.62	630.428571429	http://item.jd.com/1045651.html
578	1047086930	美国无线智能手环防水震动手环运动睡眠蓝牙计步器 黑色	992.114176245	263	0.1	0.342717896463	0.455820483989	0.54	0.66	992.114176245	http://item.jd.com/1047086930.html
578	1047086931	美国无线智能手环防水震动手环运动睡眠蓝牙计步器 蓝色	998.0	70	0.1	0.371727540916	0.369753084165	0.54	0.66	998.0	http://item.jd.com/1047086931.html
578	1048721934	情人节Fitbit Flex无线蓝牙智能手环防水苹果iphone运动睡眠记录器 蓝色	1080.0	9	0.075	0.500295051791	0.186784081557	0.0	0.0	1080.0	http://item.jd.com/1048721934.html
578	1048721935	情人节Fitbit Flex无线蓝牙智能手环防水苹果iphone运动睡眠记录器 黑色	720.0	27	0.075	0.478877109423	0.257709176059	0.0	0.0	720.0	http://item.jd.com/1048721935.html
578	1052370623	泊莉恩 新款  P082 能量负离子运动手环 运动健康手镯 时尚保健 防辐射运饰品手链 银色 18CM	980.0	9	0.075	0.658761331889	0.155036408818	0.0	0.0	980.0	http://item.jd.com/1052370623.html
578	1052378254	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 白紫色 M	490.0	1	0.1	0.391851828276	0.0	0.44	0.66	490.0	http://item.jd.com/1052378254.html
578	1052378266	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 淡绿色 M	490.0	1	0.1	0.391851828276	0.0	0.44	0.66	490.0	http://item.jd.com/1052378266.html
578	1052378269	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 粉色 M	490.0	1	0.1	0.371629606054	0.0	0.44	0.66	490.0	http://item.jd.com/1052378269.html
578	1052378272	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 亮蓝色 M	490.0	1	0.1	0.394596186378	0.0	0.44	0.66	490.0	http://item.jd.com/1052378272.html
578	1052632339	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 黑白色 L	197.0	2	0.1	0.383940183806	0.0748739433905	0.44	0.66	197.0	http://item.jd.com/1052632339.html
578	1052632340	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 黑白色 M	197.0	1	0.1	0.383940183806	0.0	0.44	0.66	197.0	http://item.jd.com/1052632340.html
578	1052632341	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 黄白色 L	197.0	1	0.1	0.404732987115	0.0	0.0	0.0	197.0	http://item.jd.com/1052632341.html
578	1052632344	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 粉白色 M	197.0	2	0.1	0.404732987115	0.0738842571847	0.0	0.0	197.0	http://item.jd.com/1052632344.html
578	1052632348	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 红白色 M	197.0	1	0.1	0.380668815992	0.0	0.0	0.0	197.0	http://item.jd.com/1052632348.html
578	1052632389	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 橙白色 L	197.0	1	0.1	0.380668815992	0.0	0.0	0.0	197.0	http://item.jd.com/1052632389.html
578	1052632390	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 橙白色 M	197.0	1	0.1	0.380668815992	0.0	0.0	0.0	197.0	http://item.jd.com/1052632390.html
578	1052632391	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 蓝白色 L	197.0	1	0.1	0.404505714388	0.0	0.0	0.0	197.0	http://item.jd.com/1052632391.html
578	1052632392	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 蓝白色 M	197.0	1	0.1	0.404505714388	0.0	0.0	0.0	197.0	http://item.jd.com/1052632392.html
578	1052638363	colantotte克郎托天TRION:Z磁石保健硅胶户外休闲运动时尚彩色手环男女日本进口 红色 M	210.0	1	0.075	0.489554448391	0.0	0.0	0.0	210.0	http://item.jd.com/1052638363.html
578	1052638365	colantotte克郎托天TRION:Z磁石保健硅胶户外休闲运动时尚彩色手环男女日本进口 黑色 M	210.0	41	0.075	0.495134500852	0.274620957821	0.0	0.0	210.0	http://item.jd.com/1052638365.html
578	1059138	体记忆超薄环 T9 薄荷蓝 智能手环腕带睡眠运动计步器防水可视支持APP	449.869642857	362	0.075	0.568409337581	0.353190060407	0.0	0.0	449.869642857	http://item.jd.com/1059138.html
578	1059281870	探路者TOREAD户外智能蓝牙手环TELB90102男款女款通款运动卡路里消耗腕环 黑色	398.0	3	0.075	0.615732625679	0.104770827452	0.5	0.62	398.0	http://item.jd.com/1059281870.html
578	1059907	菲尔德（Phyode） W/Me乐活养生手环 莱姆绿色Lime 健康 养生 智能	748.0	72	0.075	0.646129607728	0.265214398492	0.0	0.0	748.0	http://item.jd.com/1059907.html
578	1059908	菲尔德（Phyode） W/Me乐活养生手环 页岩灰Slate 健康 养生 智能	687.0	92	0.075	0.630296819176	0.276669568369	0.0	0.0	687.0	http://item.jd.com/1059908.html
